,Organism,plasmidAccId,plasmidLength,chromosomeAccId,chromosomeLength,plasmidGC,plasmidGC,chromosmeGC
9356,Bacillus thuringiensis MC28 (firmicutes),NC_018685.1,95433,NC_018693.1,5414494,34.02,34.02,35.41
9357,Klebsiella pneumoniae (enterobacteria),NZ_CP011643.1,2927,NZ_CP011647.1,5402147,46.53,46.53,57.39
9358,Klebsiella pneumoniae (enterobacteria),NZ_CP011644.1,40939,NZ_CP011647.1,5402147,53.7,53.7,57.39
9359,Klebsiella pneumoniae (enterobacteria),NZ_CP011645.1,77801,NZ_CP011647.1,5402147,45.42,45.42,57.39
9360,Klebsiella pneumoniae (enterobacteria),NZ_CP011646.1,96702,NZ_CP011647.1,5402147,53.83,53.83,57.39
9361,Klebsiella pneumoniae (enterobacteria),NZ_CP018708.1,246756,NZ_CP018707.1,5373056,45.12,45.12,57.36
9362,Klebsiella pneumoniae (enterobacteria),NZ_CP018710.1,96073,NZ_CP018707.1,5373056,53.14,53.14,57.36
9363,Klebsiella pneumoniae (enterobacteria),NZ_CP018712.1,63583,NZ_CP018707.1,5373056,51.22,51.22,57.36
9364,Klebsiella pneumoniae (enterobacteria),NZ_CP018711.1,61009,NZ_CP018707.1,5373056,51.36,51.36,57.36
9365,Klebsiella pneumoniae (enterobacteria),NZ_CP018709.1,73019,NZ_CP018707.1,5373056,52.55,52.55,57.36
9366,Hymenobacter sp. PAMC 26554 (CFB group bacteria),NZ_CP014769.1,199990,NZ_CP014771.1,5244843,60.84,60.84,60.93
9367,Hymenobacter sp. PAMC 26554 (CFB group bacteria),NZ_CP014770.1,6421,NZ_CP014771.1,5244843,62.03,62.03,60.93
9368,Escherichia coli (E. coli),NZ_CP019013.1,109057,NZ_CP019015.1,5099988,46.52,46.52,50.74
9369,Escherichia coli (E. coli),NZ_CP019014.1,142829,NZ_CP019015.1,5099988,53.43,53.43,50.74
9370,Salmonella enterica subsp. enterica serovar Typhi (enterobacteria),NZ_CP029898.1,106705,NZ_CP029897.1,4897593,50.63,50.63,52.06
9371,Clostridium botulinum F str. Langeland (firmicutes),NC_009700.1,17531,NC_009699.1,3995387,26.09,26.09,28.31
9372,Synechococcus sp. PCC 7502 (cyanobacteria),NC_019691.1,63272,NC_019702.1,3510253,40.89,40.89,40.62
9373,Synechococcus sp. PCC 7502 (cyanobacteria),NC_019692.1,10210,NC_019702.1,3510253,39.41,39.41,40.62
9374,Sinomonas atrocyanea (high GC Gram+),NZ_CP014519.1,81963,NZ_CP014518.1,4410241,67.84,67.84,71.46
9375,Ralstonia solanacearum (b-proteobacteria),NZ_CP022793.1,1989056,NZ_CP022792.1,3714282,67.16,67.16,66.9
9376,Sagittula sp. P11 (a-proteobacteria),NZ_CP021914.1,347721,NZ_CP021913.1,4624102,65.05,65.05,66.75
9377,Sagittula sp. P11 (a-proteobacteria),NZ_CP021915.1,273585,NZ_CP021913.1,4624102,61.75,61.75,66.75
9378,Sagittula sp. P11 (a-proteobacteria),NZ_CP021916.1,133288,NZ_CP021913.1,4624102,60.71,60.71,66.75
9379,Sagittula sp. P11 (a-proteobacteria),NZ_CP021917.1,109721,NZ_CP021913.1,4624102,66.93,66.93,66.75
9380,Sagittula sp. P11 (a-proteobacteria),NZ_CP021919.1,49149,NZ_CP021913.1,4624102,67.76,67.76,66.75
9381,Sagittula sp. P11 (a-proteobacteria),NZ_CP021918.1,38612,NZ_CP021913.1,4624102,68.33,68.33,66.75
9382,Bacillus anthracis (firmicutes),NZ_CP018904.1,181326,NZ_CP018903.1,5227565,32.54,32.54,35.38
9383,Bacillus anthracis (firmicutes),NZ_CP018905.1,95152,NZ_CP018903.1,5227565,33.07,33.07,35.38
9384,Mycobacterium kansasii ATCC 12478 (high GC Gram+),NC_022654.1,144951,NC_022663.1,6432277,65.77,65.77,66.24
9385,Paracoccus yeei (a-proteobacteria),NZ_CP024423.1,327671,NZ_CP024422.1,3588087,67.58,67.58,67.33
9386,Paracoccus yeei (a-proteobacteria),NZ_CP024424.1,225271,NZ_CP024422.1,3588087,68.31,68.31,67.33
9387,Paracoccus yeei (a-proteobacteria),NZ_CP024425.1,167927,NZ_CP024422.1,3588087,65.11,65.11,67.33
9388,Paracoccus yeei (a-proteobacteria),NZ_CP024426.1,172023,NZ_CP024422.1,3588087,68.9,68.9,67.33
9389,Paracoccus yeei (a-proteobacteria),NZ_CP024427.1,114679,NZ_CP024422.1,3588087,68.68,68.68,67.33
9390,Paracoccus yeei (a-proteobacteria),NZ_CP024428.1,24567,NZ_CP024422.1,3588087,63.83,63.83,67.33
9391,Yersinia pestis D182038 (enterobacteria),NC_017157.1,69665,NC_017160.1,4626944,44.72,44.72,47.63
9392,Yersinia pestis D182038 (enterobacteria),NC_017158.1,96046,NC_017160.1,4626944,50.23,50.23,47.63
9393,Yersinia pestis D182038 (enterobacteria),NC_017159.1,9608,NC_017160.1,4626944,45.29,45.29,47.63
9394,Pseudomonas syringae pv. actinidiae (g-proteobacteria),NZ_CP019733.1,74460,NZ_CP019732.1,6546028,56.01,56.01,58.42
9395,Enterobacter cloacae (enterobacteria),NZ_CP021777.1,70882,NZ_CP021776.1,4974147,54.76,54.76,55.1
9396,Enterobacter cloacae (enterobacteria),NZ_CP021778.1,71949,NZ_CP021776.1,4974147,53.92,53.92,55.1
9397,Enterobacter cloacae (enterobacteria),NZ_CP021779.1,15028,NZ_CP021776.1,4974147,53.59,53.59,55.1
9398,Blattabacterium sp. (Blatta orientalis) str. Tarazona (CFB group bacteria),NC_020196.1,3735,NC_020195.1,634449,30.63,30.63,28.19
9399,Rhizobium phaseoli (a-proteobacteria),NZ_CP013543.1,356390,NZ_CP013542.1,4424308,61.73,61.73,61.72
9400,Rhizobium phaseoli (a-proteobacteria),NZ_CP013544.1,355825,NZ_CP013542.1,4424308,57.93,57.93,61.72
9401,Rhizobium phaseoli (a-proteobacteria),NZ_CP013545.1,413449,NZ_CP013542.1,4424308,62.33,62.33,61.72
9402,Rhizobium phaseoli (a-proteobacteria),NZ_CP013546.1,1080727,NZ_CP013542.1,4424308,61.08,61.08,61.72
9403,Campylobacter coli (e-proteobacteria),NZ_CP017869.1,45633,NZ_CP017868.1,1665146,29.03,29.03,31.43
9404,Campylobacter coli (e-proteobacteria),NZ_CP017870.1,24874,NZ_CP017868.1,1665146,29.4,29.4,31.43
9405,Thiomonas intermedia K12 (b-proteobacteria),NC_014154.1,45943,NC_014153.1,3396378,61.5,61.5,63.88
9406,Thiomonas intermedia K12 (b-proteobacteria),NC_014155.1,19774,NC_014153.1,3396378,60.1,60.1,63.88
9407,Klebsiella pneumoniae (enterobacteria),NZ_CP024459.1,211313,NZ_CP024458.1,5267491,50.8,50.8,57.52
9408,Klebsiella pneumoniae (enterobacteria),NZ_CP024462.1,33858,NZ_CP024458.1,5267491,41.56,41.56,57.52
9409,Klebsiella pneumoniae (enterobacteria),NZ_CP024461.1,77269,NZ_CP024458.1,5267491,53.02,53.02,57.52
9410,Klebsiella pneumoniae (enterobacteria),NZ_CP024465.1,1551,NZ_CP024458.1,5267491,51.52,51.52,57.52
9411,Klebsiella pneumoniae (enterobacteria),NZ_CP024463.1,10046,NZ_CP024458.1,5267491,55.13,55.13,57.52
9412,Klebsiella pneumoniae (enterobacteria),NZ_CP024460.1,112745,NZ_CP024458.1,5267491,49.23,49.23,57.52
9413,Klebsiella pneumoniae (enterobacteria),NZ_CP024464.1,2780,NZ_CP024458.1,5267491,47.81,47.81,57.52
9414,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-1702 (enterobacteria),NZ_CP014968.1,94016,NZ_CP014967.1,4906321,53.13,53.13,52.12
9415,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-1640 (enterobacteria),NZ_CP014976.1,94019,NZ_CP014975.1,4933707,53.13,53.13,52.11
9416,Escherichia coli (E. coli),NZ_CP018625.1,111755,NZ_CP016755.1,5483726,51.06,51.06,50.55
9417,Escherichia coli (E. coli),NZ_CP018626.1,107692,NZ_CP016755.1,5483726,47.62,47.62,50.55
9418,Vibrio campbellii (g-proteobacteria),NZ_CP033136.1,69012,NZ_CP033134.1,3524636,45.89,45.89,45.62
9419,Bacillus thuringiensis serovar tolworthi (firmicutes),NZ_AP014865.1,437451,NZ_AP014864.1,5896839,32.5,32.5,35.36
9420,Bacillus thuringiensis serovar tolworthi (firmicutes),NZ_AP014866.1,293217,NZ_AP014864.1,5896839,33.38,33.38,35.36
9421,Bacillus thuringiensis serovar tolworthi (firmicutes),NZ_AP014867.1,130548,NZ_AP014864.1,5896839,32.82,32.82,35.36
9422,Bacillus thuringiensis serovar tolworthi (firmicutes),NZ_AP014868.1,54355,NZ_AP014864.1,5896839,34.49,34.49,35.36
9423,Bacillus thuringiensis serovar tolworthi (firmicutes),NZ_AP014869.1,23773,NZ_AP014864.1,5896839,33.08,33.08,35.36
9424,Bacillus thuringiensis serovar tolworthi (firmicutes),NZ_AP014870.1,14827,NZ_AP014864.1,5896839,37.38,37.38,35.36
9425,Bacillus thuringiensis serovar tolworthi (firmicutes),NZ_AP014871.1,11769,NZ_AP014864.1,5896839,31.79,31.79,35.36
9426,Bacillus thuringiensis serovar tolworthi (firmicutes),NZ_AP014872.1,7812,NZ_AP014864.1,5896839,32.42,32.42,35.36
9427,Dietzia psychralcaliphila (high GC Gram+),NZ_CP015454.1,26589,NZ_CP015453.1,3878247,65.3,65.3,69.69
9428,Runella sp. HYN0085 (CFB group bacteria),NZ_CP030851.1,75895,NZ_CP030850.1,6810953,40.03,40.03,44.79
9429,Runella sp. HYN0085 (CFB group bacteria),NZ_CP030852.1,87933,NZ_CP030850.1,6810953,41.9,41.9,44.79
9430,Runella sp. HYN0085 (CFB group bacteria),NZ_CP030853.1,34963,NZ_CP030850.1,6810953,40.92,40.92,44.79
9431,Runella sp. HYN0085 (CFB group bacteria),NZ_CP030854.1,57835,NZ_CP030850.1,6810953,43.92,43.92,44.79
9432,Runella sp. HYN0085 (CFB group bacteria),NZ_CP030855.1,46815,NZ_CP030850.1,6810953,44.47,44.47,44.79
9433,Runella sp. HYN0085 (CFB group bacteria),NZ_CP030856.1,47699,NZ_CP030850.1,6810953,43.28,43.28,44.79
9434,Salmonella enterica subsp. enterica serovar Poona str. ATCC BAA-1673 (enterobacteria),NZ_CP019190.1,186451,NZ_CP019189.1,4876720,53.27,53.27,52.21
9435,Salmonella enterica subsp. enterica serovar Poona str. ATCC BAA-1673 (enterobacteria),NZ_CP019191.1,28662,NZ_CP019189.1,4876720,48.76,48.76,52.21
9436,Thermovibrio ammonificans HB-1 (bacteria),NC_014917.1,76561,NC_014926.1,1682965,52.46,52.46,52.11
9437,Sphingobium sp. MI1205 (a-proteobacteria),NZ_CP005190.1,292135,NZ_CP005188.1,3351250,62.79,62.79,62.32
9438,Sphingobium sp. MI1205 (a-proteobacteria),NZ_CP005191.1,287488,NZ_CP005188.1,3351250,62.54,62.54,62.32
9439,Sphingobium sp. MI1205 (a-proteobacteria),NZ_CP005192.1,88374,NZ_CP005188.1,3351250,60.97,60.97,62.32
9440,Sphingobium sp. MI1205 (a-proteobacteria),NZ_CP005193.1,32974,NZ_CP005188.1,3351250,62.98,62.98,62.32
9441,Streptococcus suis (firmicutes),NZ_CP029399.1,20752,NZ_CP029398.1,2196724,33.22,33.22,41.4
9442,Bacillus anthracis str. V770-NP-1R (firmicutes),NZ_CP009597.1,181710,NZ_CP009598.1,5228687,32.52,32.52,35.38
9443,Escherichia coli (E. coli),NZ_CP018998.1,99006,NZ_CP019000.1,4998584,52.37,52.37,50.78
9444,Escherichia coli (E. coli),NZ_CP018997.1,4921,NZ_CP019000.1,4998584,47.33,47.33,50.78
9445,Escherichia coli (E. coli),NZ_CP018996.1,4073,NZ_CP019000.1,4998584,51.46,51.46,50.78
9446,Escherichia coli (E. coli),NZ_CP018999.1,146162,NZ_CP019000.1,4998584,54.13,54.13,50.78
9447,Burkholderia cepacia (b-proteobacteria),NZ_CP023519.1,204165,NZ_CP023518.1,3779890,62.2,62.2,66.49
9448,Acinetobacter baumannii (g-proteobacteria),NZ_CP030108.1,2359,NZ_CP030106.1,3947407,38.87,38.87,39.14
9449,Acinetobacter baumannii (g-proteobacteria),NZ_CP030107.1,2372,NZ_CP030106.1,3947407,41.23,41.23,39.14
9450,Acinetobacter baumannii (g-proteobacteria),NZ_CP030109.1,84678,NZ_CP030106.1,3947407,33.83,33.83,39.14
9451,Klebsiella aerogenes (enterobacteria),NZ_CP031757.1,9294,NZ_CP031756.1,5387939,55.15,55.15,54.95
9452,Klebsiella aerogenes (enterobacteria),NZ_CP031758.1,2938,NZ_CP031756.1,5387939,44.72,44.72,54.95
9453,Rhizobium phaseoli (a-proteobacteria),NZ_CP013553.1,340631,NZ_CP013552.1,4353948,61.73,61.73,61.72
9454,Rhizobium phaseoli (a-proteobacteria),NZ_CP013554.1,431484,NZ_CP013552.1,4353948,62.13,62.13,61.72
9455,Rhizobium phaseoli (a-proteobacteria),NZ_CP013555.1,453545,NZ_CP013552.1,4353948,57.88,57.88,61.72
9456,Rhizobium phaseoli (a-proteobacteria),NZ_CP013556.1,1165895,NZ_CP013552.1,4353948,61.14,61.14,61.72
9457,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033118.1,4283,NZ_CP033133.1,4056085,37.89,37.89,38.09
9458,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033120.1,3984,NZ_CP033133.1,4056085,36.14,36.14,38.09
9459,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033121.1,2121,NZ_CP033133.1,4056085,39.6,39.6,38.09
9460,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033119.1,50181,NZ_CP033133.1,4056085,36.82,36.82,38.09
9461,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033122.1,28438,NZ_CP033133.1,4056085,36.58,36.58,38.09
9462,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033123.1,16135,NZ_CP033133.1,4056085,36.37,36.37,38.09
9463,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033124.1,15012,NZ_CP033133.1,4056085,34.39,34.39,38.09
9464,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033125.1,12698,NZ_CP033133.1,4056085,36.19,36.19,38.09
9465,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033126.1,12655,NZ_CP033133.1,4056085,35.97,35.97,38.09
9466,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033127.1,7351,NZ_CP033133.1,4056085,36.25,36.25,38.09
9467,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033128.1,5594,NZ_CP033133.1,4056085,39.67,39.67,38.09
9468,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033129.1,4890,NZ_CP033133.1,4056085,36.28,36.28,38.09
9469,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033130.1,311749,NZ_CP033133.1,4056085,38.38,38.38,38.09
9470,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033131.1,59191,NZ_CP033133.1,4056085,42.28,42.28,38.09
9471,Acinetobacter wuhouensis (g-proteobacteria),NZ_CP033132.1,8773,NZ_CP033133.1,4056085,34.75,34.75,38.09
9472,Campylobacter coli (e-proteobacteria),NZ_CP017872.1,55122,NZ_CP017871.1,1695360,31.58,31.58,31.33
9473,Acetobacter pasteurianus subsp. pasteurianus (a-proteobacteria),NZ_CP021923.1,177959,NZ_CP021922.1,2996610,53.53,53.53,53.3
9474,Acetobacter pasteurianus subsp. pasteurianus (a-proteobacteria),NZ_CP021924.1,184348,NZ_CP021922.1,2996610,53.1,53.1,53.3
9475,Acetobacter pasteurianus subsp. pasteurianus (a-proteobacteria),NZ_CP021925.1,49900,NZ_CP021922.1,2996610,53.87,53.87,53.3
9476,Escherichia coli (E. coli),NZ_CP027574.1,48183,NZ_CP027573.1,5411943,41.16,41.16,50.61
9477,Escherichia coli (E. coli),NZ_CP027575.1,95952,NZ_CP027573.1,5411943,47.52,47.52,50.61
9478,Escherichia coli (E. coli),NZ_CP027576.1,78427,NZ_CP027573.1,5411943,50.04,50.04,50.61
9479,Acidovorax sp. NA2 (b-proteobacteria),NZ_CP021360.1,71051,NZ_CP021359.1,3986972,61.25,61.25,64.19
9480,Escherichia coli (E. coli),NZ_CP030770.1,149680,NZ_CP030768.1,5300308,52.42,52.42,50.67
9481,Escherichia coli (E. coli),NZ_CP030769.1,27128,NZ_CP030768.1,5300308,42.54,42.54,50.67
9482,Clostridium botulinum (firmicutes),NZ_CP031095.1,270024,NZ_CP031097.1,3922194,25.6,25.6,28.25
9483,Clostridium botulinum (firmicutes),NZ_CP031096.1,9953,NZ_CP031097.1,3922194,24.06,24.06,28.25
9484,Acetobacter sp. SLV-7 (a-proteobacteria),NZ_CP011121.1,165374,NZ_CP011120.1,2799488,52.39,52.39,52.36
9485,Acetobacter sp. SLV-7 (a-proteobacteria),NZ_CP011122.1,116245,NZ_CP011120.1,2799488,51.53,51.53,52.36
9486,Acetobacter sp. SLV-7 (a-proteobacteria),NZ_CP011123.1,25290,NZ_CP011120.1,2799488,55.87,55.87,52.36
9487,Providencia stuartii (enterobacteria),NZ_CP017055.1,195378,NZ_CP017054.1,4373909,50.71,50.71,41.39
9488,Providencia stuartii (enterobacteria),NZ_CP017056.1,38206,NZ_CP017054.1,4373909,39.9,39.9,41.39
9489,Klebsiella pneumoniae (enterobacteria),NZ_AP018672.1,159072,NZ_AP018671.1,5478620,51.64,51.64,57.41
9490,Klebsiella pneumoniae (enterobacteria),NZ_AP018673.1,134879,NZ_AP018671.1,5478620,52.75,52.75,57.41
9491,Klebsiella pneumoniae (enterobacteria),NZ_AP018674.1,66250,NZ_AP018671.1,5478620,54.22,54.22,57.41
9492,Klebsiella pneumoniae (enterobacteria),NZ_AP018675.1,10060,NZ_AP018671.1,5478620,55.06,55.06,57.41
9493,Acinetobacter baumannii (g-proteobacteria),NZ_CP020573.1,74241,NZ_CP020574.1,3966348,33.52,33.52,39.05
9494,Acinetobacter baumannii (g-proteobacteria),NZ_CP020575.1,8718,NZ_CP020574.1,3966348,34.42,34.42,39.05
9495,Acetobacter tropicalis (a-proteobacteria),NZ_CP022700.1,151013,NZ_CP022699.1,3988649,52.2,52.2,55.82
9496,Lactococcus lactis subsp. cremoris (firmicutes),NZ_CP016707.1,64175,NZ_CP015907.1,2248099,33.17,33.17,35.91
9497,Lactococcus lactis subsp. cremoris (firmicutes),NZ_CP016708.1,48261,NZ_CP015907.1,2248099,34.63,34.63,35.91
9498,Lactococcus lactis subsp. cremoris (firmicutes),NZ_CP016709.1,11868,NZ_CP015907.1,2248099,32.2,32.2,35.91
9499,Lactococcus lactis subsp. cremoris (firmicutes),NZ_CP016710.1,11333,NZ_CP015907.1,2248099,31.64,31.64,35.91
9500,Lactococcus lactis subsp. cremoris (firmicutes),NZ_CP016711.1,4237,NZ_CP015907.1,2248099,33.35,33.35,35.91
9501,Lactococcus lactis subsp. cremoris (firmicutes),NZ_CP016712.1,2413,NZ_CP015907.1,2248099,33.11,33.11,35.91
9502,Synechococcus sp. PCC 8807 (cyanobacteria),NZ_CP016484.1,4625,NZ_CP016483.1,3059495,42.62,42.62,49.6
9503,Synechococcus sp. PCC 8807 (cyanobacteria),NZ_CP016485.1,13153,NZ_CP016483.1,3059495,46.99,46.99,49.6
9504,Synechococcus sp. PCC 8807 (cyanobacteria),NZ_CP016486.1,15538,NZ_CP016483.1,3059495,46.04,46.04,49.6
9505,Synechococcus sp. PCC 8807 (cyanobacteria),NZ_CP016487.1,18454,NZ_CP016483.1,3059495,44.78,44.78,49.6
9506,Synechococcus sp. PCC 8807 (cyanobacteria),NZ_CP016488.1,27205,NZ_CP016483.1,3059495,47.12,47.12,49.6
9507,Synechococcus sp. PCC 8807 (cyanobacteria),NZ_CP016489.1,165618,NZ_CP016483.1,3059495,46.72,46.72,49.6
9508,Escherichia coli (E. coli),NZ_LT883139.1,118720,NZ_LT883142.1,4903991,49.93,49.93,50.86
9509,Escherichia coli (E. coli),NZ_LT883140.1,30364,NZ_LT883142.1,4903991,54.95,54.95,50.86
9510,Escherichia coli (E. coli),NZ_LT883141.1,123705,NZ_LT883142.1,4903991,51.94,51.94,50.86
9511,Vibrio sp. dhg (g-proteobacteria),NZ_CP028945.1,143489,NZ_CP028943.1,3349595,42.04,42.04,45.26
9512,Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria),NZ_CP015158.1,93829,NZ_CP015157.1,4846304,53.11,53.11,52.2
9513,Bacillus thuringiensis (firmicutes),NZ_CP022346.1,326530,NZ_CP022345.1,5334660,32.24,32.24,35.32
9514,Cronobacter turicensis z3032 (enterobacteria),NC_013283.1,138339,NC_013282.2,4384463,56.05,56.05,57.42
9515,Cronobacter turicensis z3032 (enterobacteria),NC_013284.1,22448,NC_013282.2,4384463,49.22,49.22,57.42
9516,Cronobacter turicensis z3032 (enterobacteria),NC_013285.1,53842,NC_013282.2,4384463,50.04,50.04,57.42
9517,Salmonella enterica subsp. enterica serovar Choleraesuis str. ATCC 10708 (enterobacteria),NZ_CP012345.2,49584,NZ_CP012344.2,4752095,52.11,52.11,52.18
9518,Phaeobacter inhibens (a-proteobacteria),NZ_CP010757.1,226931,NZ_CP010756.1,3829211,58.51,58.51,59.8
9519,Phaeobacter inhibens (a-proteobacteria),NZ_CP010758.1,125569,NZ_CP010756.1,3829211,59.67,59.67,59.8
9520,Phaeobacter inhibens (a-proteobacteria),NZ_CP010759.1,115493,NZ_CP010756.1,3829211,56.81,56.81,59.8
9521,Phaeobacter inhibens (a-proteobacteria),NZ_CP010760.1,112840,NZ_CP010756.1,3829211,57.54,57.54,59.8
9522,Phaeobacter inhibens (a-proteobacteria),NZ_CP010761.1,78201,NZ_CP010756.1,3829211,62.62,62.62,59.8
9523,Phaeobacter inhibens (a-proteobacteria),NZ_CP010762.1,70262,NZ_CP010756.1,3829211,63.01,63.01,59.8
9524,Phaeobacter inhibens (a-proteobacteria),NZ_CP010763.1,60886,NZ_CP010756.1,3829211,56.77,56.77,59.8
9525,Phaeobacter inhibens (a-proteobacteria),NZ_CP010764.1,52883,NZ_CP010756.1,3829211,54.76,54.76,59.8
9526,Phaeobacter inhibens (a-proteobacteria),NZ_CP010765.1,21529,NZ_CP010756.1,3829211,56.66,56.66,59.8
9527,Phaeobacter inhibens (a-proteobacteria),NZ_CP010766.1,2020,NZ_CP010756.1,3829211,60.2,60.2,59.8
9528,Sulfitobacter sp. SK025 (a-proteobacteria),NZ_CP025809.1,371508,NZ_CP025808.1,3035350,59.71,59.71,60.62
9529,Sulfitobacter sp. SK025 (a-proteobacteria),NZ_CP025810.1,179124,NZ_CP025808.1,3035350,60.21,60.21,60.62
9530,Sulfitobacter sp. SK025 (a-proteobacteria),NZ_CP025811.1,138654,NZ_CP025808.1,3035350,59.32,59.32,60.62
9531,Sulfitobacter sp. SK025 (a-proteobacteria),NZ_CP025812.1,114845,NZ_CP025808.1,3035350,55.21,55.21,60.62
9532,Sulfitobacter sp. SK025 (a-proteobacteria),NZ_CP025813.1,101509,NZ_CP025808.1,3035350,59.83,59.83,60.62
9533,Sulfitobacter sp. SK025 (a-proteobacteria),NZ_CP025814.1,5863,NZ_CP025808.1,3035350,56.75,56.75,60.62
9534,Salmonella enterica subsp. enterica serovar Heidelberg str. 41578 (enterobacteria),NC_021811.1,117929,NC_021810.1,4793479,51.77,51.77,52.18
9535,Salmonella enterica subsp. enterica serovar Heidelberg str. 41578 (enterobacteria),NC_021841.1,35297,NC_021810.1,4793479,41.5,41.5,52.18
9536,Salmonella enterica subsp. enterica serovar Heidelberg str. 41578 (enterobacteria),NC_021869.1,4773,NC_021810.1,4793479,53.32,53.32,52.18
9537,Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853 (enterobacteria),NC_011204.1,74551,NC_011205.1,4842908,48.63,48.63,52.18
9538,Escherichia coli (E. coli),NZ_CP023358.1,100008,NZ_CP023357.1,5035905,48.6,48.6,50.57
9539,Methylocystis bryophila (a-proteobacteria),NZ_CP019949.1,175021,NZ_CP019948.1,4532950,61.78,61.78,63.23
9540,Escherichia coli (E. coli),NZ_CP024802.1,2336,NZ_CP024801.1,4767526,48.89,48.89,50.62
9541,Escherichia coli (E. coli),NZ_CP024803.1,2088,NZ_CP024801.1,4767526,47.27,47.27,50.62
9542,Escherichia coli (E. coli),NZ_CP024804.1,1934,NZ_CP024801.1,4767526,51.19,51.19,50.62
9543,Escherichia coli (E. coli),NZ_CP024805.1,111310,NZ_CP024801.1,4767526,51.73,51.73,50.62
9544,Escherichia coli (E. coli),NZ_CP024806.1,51479,NZ_CP024801.1,4767526,46.37,46.37,50.62
9545,Klebsiella pneumoniae (enterobacteria),NZ_CP032832.1,399913,NZ_CP032831.1,5295441,53.21,53.21,57.42
9546,Sphingobium sp. YBL2 (a-proteobacteria),NZ_CP010955.1,27036,NZ_CP010954.1,4766421,60.54,60.54,64.79
9547,Sphingobium sp. YBL2 (a-proteobacteria),NZ_CP010956.1,227503,NZ_CP010954.1,4766421,62.83,62.83,64.79
9548,Sphingobium sp. YBL2 (a-proteobacteria),NZ_CP010957.1,322226,NZ_CP010954.1,4766421,61.14,61.14,64.79
9549,Sphingobium sp. YBL2 (a-proteobacteria),NZ_CP010958.1,44342,NZ_CP010954.1,4766421,62.24,62.24,64.79
9550,Sphingobium sp. YBL2 (a-proteobacteria),NZ_CP010959.1,20552,NZ_CP010954.1,4766421,60.72,60.72,64.79
9551,Sphingobium sp. YBL2 (a-proteobacteria),NZ_CP010960.1,19339,NZ_CP010954.1,4766421,60.85,60.85,64.79
9552,Acetobacter pasteurianus IFO 3283-32 (a-proteobacteria),NC_017134.1,191443,NC_017111.1,2904642,53.37,53.37,53.03
9553,Acetobacter pasteurianus IFO 3283-32 (a-proteobacteria),NC_017149.1,182940,NC_017111.1,2904642,53.5,53.5,53.03
9554,Acetobacter pasteurianus IFO 3283-32 (a-proteobacteria),NC_017135.1,49961,NC_017111.1,2904642,53.88,53.88,53.03
9555,Acetobacter pasteurianus IFO 3283-32 (a-proteobacteria),NC_017102.1,3204,NC_017111.1,2904642,53.75,53.75,53.03
9556,Acetobacter pasteurianus IFO 3283-32 (a-proteobacteria),NC_017103.1,3035,NC_017111.1,2904642,55.78,55.78,53.03
9557,Acetobacter pasteurianus IFO 3283-32 (a-proteobacteria),NC_017112.1,1815,NC_017111.1,2904642,58.57,58.57,53.03
9558,Corynebacterium diphtheriae bv. mitis str. ISS 3319 (high GC Gram+),NZ_CP025210.1,1960,NZ_CP025209.1,2404936,36.89,36.89,53.53
9559,Klebsiella pneumoniae (enterobacteria),NZ_CP015026.1,170926,NZ_CP015025.1,5365209,50.58,50.58,57.38
9560,Citrobacter freundii (enterobacteria),NZ_CP022274.1,159655,NZ_CP022273.1,5215381,50.92,50.92,51.6
