,AccID,Organism,Length,GC-content
11668,NZ_CP030108.1,"Acinetobacter baumannii strain DA33382 plasmid pDA33382-2, complete sequence",2359,38.87
11669,NZ_CP030109.1,"Acinetobacter baumannii strain DA33382 plasmid pDA33382-85, complete sequence",84678,33.83
11670,NZ_CP030112.1,"Escherichia coli strain MCJCHV-1 plasmid pNMEC-O75A, complete sequence",88421,50.57
11671,NZ_CP030113.1,"Escherichia coli strain MCJCHV-1 plasmid pNMEC-O75B, complete sequence",6465,42.57
11672,NZ_CP030114.1,"Escherichia coli strain MCJCHV-1 plasmid pNMEC-O75C, complete sequence",4082,49.41
11673,NZ_CP030115.1,"Escherichia coli strain MCJCHV-1 plasmid pNMEC-O75D, complete sequence",2113,47.14
11674,NZ_CP030116.1,"Escherichia coli strain MCJCHV-1 plasmid pNMEC-O75E, complete sequence",1983,56.08
11675,NZ_CP030127.1,"Indioceanicola profundi strain SCSIO 08040 plasmid unnamed1, complete sequence",1184037,65.15
11676,NZ_CP030128.1,"Indioceanicola profundi strain SCSIO 08040 plasmid unnamed2, complete sequence",454210,63.2
11677,NZ_CP030129.1,"Indioceanicola profundi strain SCSIO 08040 plasmid unnamed3, complete sequence",296136,64.26
11678,NZ_CP030130.1,"Klebsiella pneumoniae strain 160111 plasmid p10K_L111, complete sequence",10060,55.06
11679,NZ_CP030131.1,"Klebsiella pneumoniae strain 160111 plasmid p5.6K_L111, complete sequence",5596,51.14
11680,NZ_CP030132.1,"Klebsiella pneumoniae strain 160111 plasmid pIncAC2_L111, complete sequence",194181,52.48
11681,NZ_CP030133.1,"Klebsiella pneumoniae strain 160111 plasmid pIncFII_L111, complete sequence",39248,54.35
11682,NZ_CP030134.1,"Klebsiella pneumoniae strain 160111 plasmid pKPC2_L111, complete sequence",60307,55.41
11683,NZ_CP030135.1,"Klebsiella pneumoniae strain 160111 plasmid pOXA48_L111, complete sequence",65500,51.43
11684,NZ_CP030149.1,"Leptospira mayottensis strain MDI272 plasmid p_Lmay_MDI272_tenre, complete sequence",52509,39.16
11685,NZ_CP030151.1,"Bacillus velezensis strain DSYZ plasmid pDSYZ, complete sequence",62485,40.31
11686,NZ_CP030176.1,"Salmonella enterica subsp. enterica serovar Milwaukee str. SA19950795 plasmid pIncFII.1, complete sequence",148530,52.2
11687,NZ_CP030177.1,"Salmonella enterica subsp. enterica serovar Milwaukee str. SA19950795 plasmid pIncFII.2, complete sequence",131435,51.35
11688,NZ_CP030182.1,"Salmonella enterica strain SA20030575 plasmid pSA20030575.1, complete sequence",224430,46.42
11689,NZ_CP030183.1,"Salmonella enterica strain SA20030575 plasmid pSA20030575.2, complete sequence",94179,47.66
11690,NZ_CP030184.1,"Salmonella enterica strain SA20030575 plasmid pSA20030575.3, complete sequence",2318,48.02
11691,NZ_CP030186.1,"Salmonella enterica strain SA20094620 plasmid pSA20094620.1, complete sequence",298919,47.65
11692,NZ_CP030187.1,"Salmonella enterica strain SA20094620 plasmid pSA20094620.2, complete sequence",106569,49.97
11693,NZ_CP030188.1,"Salmonella enterica strain SA20094620 plasmid pSA20094620.3, complete sequence",93719,47.96
11694,NZ_CP030189.1,"Salmonella enterica strain SA20094620 plasmid pSA20094620.4, complete sequence",5350,48.52
11695,NZ_CP030191.1,"Salmonella enterica strain SA20104250 plasmid pSA20104250.1, complete sequence",111887,51.51
11696,NZ_CP030192.1,"Salmonella enterica strain SA20104250 plasmid pSA20104250.2, complete sequence",4096,55.54
11697,NZ_CP030193.1,"Salmonella enterica strain SA20104250 plasmid pSA20104250.3, complete sequence",2264,51.55
11698,NZ_CP030197.1,"Salmonella enterica strain SA20051401 plasmid pSA20051401.1, complete sequence",141502,51.1
11699,NZ_CP030198.1,"Salmonella enterica strain SA20051401 plasmid pSA20051401.2, complete sequence",134274,52.28
11700,NZ_CP030199.1,"Salmonella enterica strain SA20051401 plasmid pSA20051401.3, complete sequence",2729,43.2
11701,NZ_CP030200.1,"Salmonella enterica strain SA20051401 plasmid pSA20051401.4, complete sequence",2174,57.64
11702,NZ_CP030201.1,"Salmonella enterica strain SA20051401 plasmid pSA20051401.5, complete sequence",1814,40.08
11703,NZ_CP030204.1,"Salmonella enterica strain SA20083530 plasmid pSA20083530.1, complete sequence",138648,49.34
11704,NZ_CP030205.1,"Salmonella enterica strain SA20083530 plasmid pSA20083530.2, complete sequence",33467,49.68
11705,NZ_CP030206.1,"Salmonella enterica strain SA20083530 plasmid pSA20083530.3, complete sequence",27709,40.03
11706,NZ_CP030208.1,"Salmonella enterica strain SA19992307 plasmid pSA19992307.1, complete sequence",74577,48.65
11707,NZ_CP030210.1,"Salmonella enterica strain SA20044414 plasmid pSA20044414.1, complete sequence",92624,52.9
11708,NZ_CP030212.1,"Salmonella enterica strain SA20051528 plasmid pSA20051528.1, complete sequence",4081,51.83
11709,NZ_CP030213.1,"Salmonella enterica strain SA20051528 plasmid pSA20051528.2, complete sequence",2519,53.59
11710,NZ_CP030215.1,"Salmonella enterica strain SA20025921 plasmid pSA20025921.1, complete sequence",152311,52.49
11711,NZ_CP030218.1,"Salmonella enterica strain SA20075157 plasmid pSA20075157.1, complete sequence",97234,49.9
11712,NZ_CP030224.1,"Salmonella enterica strain SA20083039 plasmid pSA20083039.1, complete sequence",247246,47.79
11713,NZ_CP030226.1,"Salmonella enterica strain SA20041605 plasmid pSA20041605.1, complete sequence",5410,52.29
11714,NZ_CP030227.1,"Salmonella enterica strain SA20041605 plasmid pSA20041605.2, complete sequence",4096,55.52
11715,NZ_CP030228.1,"Salmonella enterica strain SA20041605 plasmid pSA20041605.3, complete sequence",3428,49.53
11716,NZ_CP030229.1,"Salmonella enterica strain SA20041605 plasmid pSA20041605.4, complete sequence",3028,45.64
11717,NZ_CP030230.1,"Salmonella enterica strain SA20041605 plasmid pSA20041605.5, complete sequence",2699,50.35
11718,NZ_CP030232.1,"Salmonella enterica strain SA20043041 plasmid pSA20043041.1, complete sequence",87319,49.67
11719,NZ_CP030234.1,"Salmonella enterica strain SA20101045 plasmid pSA20101045.1, complete sequence",94810,49.97
11720,NZ_CP030237.1,"Salmonella enterica strain SA20041606 plasmid pSA20041606.1, complete sequence",32829,50.8
11721,NZ_CP030242.1,"Moraxella bovis strain Epp63 (300) plasmid pMBO-1, complete sequence",44217,39.9
11722,NZ_CP030243.1,"Moraxella bovis strain Epp63 (300) plasmid pMBO-2, complete sequence",27077,37.75
11723,NZ_CP030247.1,"Staphylococcus epidermidis strain CSF41498 plasmid pCSF41498_1, complete sequence",24519,29.13
11724,NZ_CP030248.1,"Staphylococcus epidermidis strain CSF41498 plasmid pCSF41498_2, complete sequence",21583,27.89
11725,NZ_CP030249.1,"Staphylococcus epidermidis strain CSF41498 plasmid pCSF41498_3, complete sequence",8256,30.14
11726,NZ_CP030267.1,"Klebsiella pneumoniae subsp. pneumoniae strain SC-7 plasmid pSC7-KPC, complete sequence",41519,49.56
11727,NZ_CP030268.1,"Klebsiella pneumoniae subsp. pneumoniae strain SC-7 plasmid pSC7-IncFIB-110K, complete sequence",111007,48.93
11728,NZ_CP030270.1,"Klebsiella pneumoniae subsp. pneumoniae strain SC-7 plasmid pSC7-vir, complete sequence",236809,50.0
11729,NZ_CP030273.1,"Rhodobacter sphaeroides 2.4.1 plasmid pA, complete sequence",124316,69.6
11730,NZ_CP030274.1,"Rhodobacter sphaeroides 2.4.1 plasmid pB, complete sequence",114178,70.08
11731,NZ_CP030275.1,"Rhodobacter sphaeroides 2.4.1 plasmid pC, complete sequence",106892,63.81
11732,NZ_CP030276.1,"Rhodobacter sphaeroides 2.4.1 plasmid pDE, complete sequence",152944,64.17
11733,NZ_CP030282.1,"Escherichia coli strain E308 plasmid pLKSZ01, complete sequence",111721,48.47
11734,NZ_CP030283.1,"Escherichia coli strain E308 plasmid pLKSZ02, complete sequence",113645,52.84
11735,NZ_CP030284.1,"Escherichia coli strain E308 plasmid pLKSZ03, complete sequence",61476,42.63
11736,NZ_CP030285.1,"Escherichia coli strain E308 plasmid pLKSZ04, complete sequence",92978,49.88
11737,NZ_CP030289.1,"Salmonella enterica subsp. enterica serovar Gaminara str. SA20063285 plasmid pIncI1.1, complete sequence",117908,50.71
11738,NZ_CP030290.1,"Salmonella enterica subsp. enterica serovar Gaminara str. SA20063285 plasmid pIncI1.2, complete sequence",3587,62.92
11739,NZ_CP030291.1,"Salmonella enterica subsp. enterica serovar Gaminara str. SA20063285 plasmid pIncI1.3, complete sequence",1526,50.0
11740,NZ_CP030324.1,"Staphylococcus aureus strain AR_475 plasmid unnamed1, complete sequence",27168,30.56
11741,NZ_CP030325.1,"Staphylococcus aureus strain AR_474 plasmid unnamed1, complete sequence",30429,29.64
11742,NZ_CP030329.1,"Escherichia coli strain AR_452 plasmid unnamed1, complete sequence",128762,50.83
11743,NZ_CP030330.1,"Escherichia coli strain AR_452 plasmid unnamed3, complete sequence",6395,42.61
11744,NZ_CP030332.1,"Escherichia coli strain AR_452 plasmid unnamed2, complete sequence",4593,50.45
11745,NZ_CP030333.1,"Escherichia coli strain AR_451 plasmid unnamed6, complete sequence",4082,49.49
11746,NZ_CP030334.1,Escherichia coli strain AR_451 plasmid unnamed7,7588,45.03
11747,NZ_CP030335.1,"Escherichia coli strain AR_451 plasmid unnamed1, complete sequence",75281,52.66
11748,NZ_CP030336.1,Escherichia coli strain AR_451 plasmid unnamed4,16907,48.95
11749,NZ_CP030338.1,"Escherichia coli strain AR_451 plasmid unnamed5, complete sequence",1549,51.0
11750,NZ_CP030339.1,Escherichia coli strain AR_451 plasmid unnamed3,35509,50.91
11751,NZ_CP030340.1,Escherichia coli strain AR_451 plasmid unnamed2,34927,48.59
11752,NZ_CP030342.1,"Klebsiella pneumoniae strain AR_362 plasmid unnamed2, complete sequence",113639,53.93
11753,NZ_CP030343.1,"Klebsiella pneumoniae strain AR_362 plasmid unnamed1, complete sequence",207546,52.9
11754,NZ_CP030344.1,Klebsiella pneumoniae strain AR_362 plasmid unnamed3,8667,43.03
11755,NZ_CP030345.1,Enterobacter cloacae strain AR_038 plasmid unnamed1,152715,50.13
11756,NZ_CP030346.1,"Enterobacter cloacae strain AR_038 plasmid unnamed2, complete sequence",4858,52.37
11757,NZ_CP030348.1,"Enterobacter cloacae strain AR_038 plasmid unnamed3, complete sequence",2089,50.45
11758,NZ_CP030349.1,"Enterobacter cloacae strain AR_038 plasmid unnamed4, complete sequence",1917,52.27
11759,NZ_CP030350.1,"Enterobacter cloacae strain AR_038 plasmid unnamed5, complete sequence",106698,51.89
11760,NZ_CP030354.1,"Novosphingobium sp. P6W plasmid pP6W1, complete sequence",720525,60.95
11761,NZ_CP030355.1,"Novosphingobium sp. P6W plasmid pP6W2, complete sequence",188672,58.26
11762,NZ_CP030358.1,"Salinibacter ruber strain SP38 plasmid pSR11, complete sequence",11534,61.86
11763,NZ_CP030359.1,"Salinibacter ruber strain SP38 plasmid pSR14, complete sequence",14894,63.55
11764,NZ_CP030360.1,"Salinibacter ruber strain SP38 plasmid pSR76, complete sequence",76236,56.25
11765,NZ_CP030362.1,"Salinibacter ruber strain SP73 plasmid pSR16, complete sequence",16410,59.22
11766,NZ_CP030363.1,"Salinibacter ruber strain SP73 plasmid pSR118, complete sequence",118728,59.98
11767,NZ_CP030365.1,"Salinibacter ruber strain M1 plasmid pSR116, complete sequence",116866,60.35
11768,NZ_CP030366.1,"Salinibacter ruber strain M1 plasmid pSR66, complete sequence",66674,60.24
11769,NZ_CP030367.1,"Salinibacter ruber strain M1 plasmid pSR61, complete sequence",61537,58.39
11770,NZ_CP030368.1,"Salinibacter ruber strain M1 plasmid pSR10, complete sequence",10454,55.05
11771,NZ_CP030370.1,"Salinibacter ruber strain RM158 plasmid pSR31, complete sequence",31647,58.42
11772,NZ_CP030371.1,"Salinibacter ruber strain RM158 plasmid pSR60, complete sequence",60522,60.95
11773,NZ_CP030372.1,"Salinibacter ruber strain RM158 plasmid pSR67, complete sequence",67226,59.53
11774,NZ_CP030373.1,"Salinibacter ruber strain RM158 plasmid pSR47, complete sequence",47380,58.8
11775,NZ_CP030761.1,"Rhizobium leguminosarum strain ATCC 14479 plasmid unnamed1, complete sequence",1234209,59.99
11776,NZ_CP030762.1,"Rhizobium leguminosarum strain ATCC 14479 plasmid unnamed2, complete sequence",415988,58.33
11777,NZ_CP030763.1,"Rhizobium leguminosarum strain ATCC 14479 plasmid unnamed3, complete sequence",771583,60.5
11778,NZ_CP030764.1,"Rhizobium leguminosarum strain ATCC 14479 plasmid unnamed4, complete sequence",630306,60.37
11779,NZ_CP030765.1,"Escherichia coli strain 2017C-4109 plasmid p2017C-4109, complete sequence",93169,47.94
11780,NZ_CP030766.1,"Escherichia coli strain 2017C-4109 plasmid pMCR-1, complete sequence",59808,42.39
11781,NZ_CP030769.1,Escherichia coli strain 2017C-4173W12 plasmid pMCR-1_2017C-4173W12,27128,42.54
11782,NZ_CP030770.1,"Escherichia coli strain 2017C-4173W12 plasmid p2017C-4173W12, complete sequence",149680,52.42
11783,NZ_CP030779.1,"Escherichia albertii strain 05-3106 plasmid unnamed1, complete sequence",56600,44.19
11784,NZ_CP030780.1,"Escherichia albertii strain 05-3106 plasmid unnamed2, complete sequence",80627,54.23
11785,NZ_CP030784.1,"Escherichia albertii strain 2012EL-1823B plasmid unnamed1, complete sequence",100341,47.17
11786,NZ_CP030785.1,"Escherichia albertii strain 2012EL-1823B plasmid unnamed2, complete sequence",81110,51.34
11787,NZ_CP030786.1,"Escherichia albertii strain 2012EL-1823B plasmid unnamed3, complete sequence",105845,44.68
11788,NZ_CP030790.1,"Vibrio campbellii strain DS40M4 plasmid unnamed1, complete sequence",77350,42.04
11789,NZ_CP030791.1,"Escherichia coli strain APEC O2-211 plasmid pAPEC-O2-211A-ColV, complete sequence",197773,49.13
11790,NZ_CP030792.1,"Escherichia coli strain APEC O2-211 plasmid pAPEC-O2-211B, complete sequence",4231,46.09
11791,NZ_CP030793.1,"Escherichia coli strain APEC O2-211 plasmid pAPEC-O2-211C, complete sequence",2096,55.58
11792,NZ_CP030795.1,"Salmonella enterica strain 2017K-0021 plasmid pMCR-1-CTSe, complete sequence",33304,41.84
11793,NZ_CP030796.1,"Salmonella enterica strain 2017K-0021 plasmid p2017K-0021, complete sequence",59371,51.95
11794,NZ_CP030828.1,"Neorhizobium sp. NCHU2750 plasmid pNCHU2750a, complete sequence",764863,59.47
11795,NZ_CP030829.1,"Neorhizobium sp. NCHU2750 plasmid pNCHU2750b, complete sequence",448010,60.4
11796,NZ_CP030830.1,"Neorhizobium sp. NCHU2750 plasmid pNCHU2750c, complete sequence",380325,58.62
11797,NZ_CP030831.1,"Neorhizobium sp. NCHU2750 plasmid pTiNCHU2750, complete sequence",222464,56.83
11798,NZ_CP030832.1,"Neorhizobium sp. NCHU2750 plasmid pNCHU2750d, complete sequence",200147,58.6
11799,NZ_CP030833.1,"Neorhizobium sp. NCHU2750 plasmid pNCHU2750e, complete sequence",16037,59.71
11800,NZ_CP030841.1,"Acidobacteriaceae bacterium SBC82 plasmid pACPOL1, complete sequence",62450,55.47
11801,NZ_CP030842.1,"Acidobacteriaceae bacterium SBC82 plasmid pACPOL2, complete sequence",108812,54.72
11802,NZ_CP030843.1,"Acidobacteriaceae bacterium SBC82 plasmid pACPOL4, complete sequence",196405,55.4
11803,NZ_CP030844.1,"Acidobacteriaceae bacterium SBC82 plasmid pACPOL3, complete sequence",121048,55.44
11804,NZ_CP030851.1,"Runella sp. HYN0085 plasmid unnamed1, complete sequence",75895,40.03
11805,NZ_CP030852.1,"Runella sp. HYN0085 plasmid unnamed2, complete sequence",87933,41.9
11806,NZ_CP030853.1,"Runella sp. HYN0085 plasmid unnamed3, complete sequence",34963,40.92
11807,NZ_CP030854.1,"Runella sp. HYN0085 plasmid unnamed4, complete sequence",57835,43.92
11808,NZ_CP030855.1,"Runella sp. HYN0085 plasmid unnamed5, complete sequence",46815,44.47
11809,NZ_CP030856.1,"Runella sp. HYN0085 plasmid unnamed6, complete sequence",47699,43.28
11810,NZ_CP030863.1,"Streptomyces globosus strain LZH-48 plasmid unnamed1, complete sequence",110701,70.26
11811,NZ_CP030864.1,"Streptomyces globosus strain LZH-48 plasmid unnamed2, complete sequence",561689,73.36
11812,NZ_CP030872.1,"Acetobacter sp. JWB plasmid unnamed1, complete sequence",137977,52.15
11813,NZ_CP030873.1,"Acetobacter sp. JWB plasmid unnamed2, complete sequence",17910,53.79
11814,NZ_CP030875.1,"Raoultella sp. X13 plasmid unnamed, complete sequence",43768,34.9
11815,NZ_CP030882.1,"Lactobacillus plantarum strain nF1 plasmid unnamed1, complete sequence",40759,39.79
11816,NZ_CP030883.1,"Lactobacillus plantarum strain nF1 plasmid unnamed2, complete sequence",30472,41.81
11817,NZ_CP030914.1,"Pseudomonas aeruginosa strain Y89 plasmid pY89, complete sequence",85842,60.1
11818,NZ_CP030920.1,"Escherichia coli strain KL53 plasmid pKL53-L, complete sequence",259094,52.56
11819,NZ_CP030921.1,"Escherichia coli strain KL53 plasmid pKL53-M, complete sequence",109118,49.57
11820,NZ_CP030922.1,"Escherichia coli strain KL53 plasmid pKL53-S, complete sequence",77405,45.91
11821,NZ_CP030924.1,"Klebsiella pneumoniae subsp. pneumoniae strain KC-Pl-HB1 plasmid pKC-Pl-HB1, complete sequence",196000,50.53
11822,NZ_CP030933.1,"Enterococcus gilvus strain CR1 plasmid pCR1A, complete sequence",919333,42.94
11823,NZ_CP030934.1,"Enterococcus gilvus strain CR1 plasmid pCR1B, complete sequence",80244,35.03
11824,NZ_CP030935.1,"Enterococcus gilvus strain CR1 plasmid pCR1C, complete sequence",82704,36.85
11825,NZ_CP030938.1,"Bacillus sp. DM2 plasmid unnamed, complete sequence",84240,35.08
11826,NZ_CP030940.1,"Escherichia coli strain AMSHJX01 plasmid pAMSH1, complete sequence",257394,47.19
11827,NZ_CP031004.1,"Lactobacillus curvatus strain TMW 1.1928 plasmid p-1.1928_1, complete sequence",61587,42.78
11828,NZ_CP031005.1,"Lactobacillus curvatus strain TMW 1.1928 plasmid p-1.1928_2, complete sequence",48746,37.74
11829,NZ_CP031006.1,"Lactobacillus curvatus strain TMW 1.1928 plasmid p-1.1928_3, complete sequence",11381,39.96
11830,NZ_CP031007.1,"Lactobacillus curvatus strain TMW 1.1928 plasmid p-1.1928_4, complete sequence",2627,35.14
11831,NZ_CP031008.1,"Lactobacillus curvatus strain TMW 1.1928 plasmid p-1.1928_5, complete sequence",6405,35.94
11832,NZ_CP031028.1,"Enterococcus faecalis strain TY1 plasmid pDEF-1, complete sequence",75758,34.7
11833,NZ_CP031029.1,"Enterococcus faecalis strain TY1 plasmid pDEF-2, complete sequence",58791,34.47
11834,NZ_CP031031.1,"Runella sp. SP2 plasmid pSP2_1, complete sequence",93030,38.39
11835,NZ_CP031032.1,"Runella sp. SP2 plasmid pSP2_2, complete sequence",76966,40.56
11836,NZ_CP031033.1,"Runella sp. SP2 plasmid pSP2_3, complete sequence",11293,35.85
11837,NZ_CP031060.1,"Xanthomonas axonopodis pv. commiphoreae strain LMG26789 plasmid unnamed1, complete sequence",35406,62.52
11838,NZ_CP031079.1,"Paracoccus yeei strain CCUG 32053 plasmid pYEE1, complete sequence",482273,67.98
11839,NZ_CP031080.1,"Paracoccus yeei strain CCUG 32053 plasmid pYEE2, complete sequence",296393,68.34
11840,NZ_CP031081.1,"Paracoccus yeei strain CCUG 32053 plasmid pYEE3, complete sequence",201841,64.65
11841,NZ_CP031082.1,"Paracoccus yeei strain CCUG 32053 plasmid pYEE4, complete sequence",156389,68.06
11842,NZ_CP031083.1,"Paracoccus yeei strain CCUG 32053 plasmid pYEE5, complete sequence",74143,61.24
